MONTH,BH,HB,JCLB,JCMC,SQ,TB,BQ
2021-07-04,"C8BB45E07BBD515EE0505BCB8D2E08C2",0.004,蔬菜,卷心菜,2.29,-0.027,2.3
2021-07-04,"C8BB45E07BBE515EE0505BCB8D2E08C2",0.242,蔬菜,菠菜,5.36,-0.037,6.65
2021-07-04,"C8BB45E07BBF515EE0505BCB8D2E08C2",0.066,蔬菜,上海青,3.17,-0.205,3.38
2021-07-04,"C8BB45E07BC0515EE0505BCB8D2E08C2",0.163,蔬菜,芹菜,4.38,-0.285,5.1
2021-07-04,"C8BB45E07BC1515EE0505BCB8D2E08C2",-0.11,蔬菜,韭菜,4.43,-0.173,3.94
2021-07-04,"C8BB45E07BC2515EE0505BCB8D2E08C2",-0.08,蔬菜,油麦菜,3.79,-0.104,3.49
2021-07-04,"C8BB45E07BC3515EE0505BCB8D2E08C2",0.007,蔬菜,菜心,5.25,-0.098,5.29
2021-07-04,"C8BB45E07BC4515EE0505BCB8D2E08C2",0.114,蔬菜,生菜,3.24,-0.215,3.61
2021-07-04,"C8BB45E07BC5515EE0505BCB8D2E08C2",0.118,蔬菜,蒜苗,6.37,0.083,7.11
2021-07-04,"C8BB45E07BC6515EE0505BCB8D2E08C2",-0.037,蔬菜,冬瓜,2.04,-0.039,1.96
2021-07-04,"C8BB45E07BC7515EE0505BCB8D2E08C2",-0.068,蔬菜,黄瓜,3.39,-0.17,3.16
2021-07-04,"C8BB45E07BC8515EE0505BCB8D2E08C2",0.161,蔬菜,西红柿,3.48,-0.079,4.04
2021-07-04,"C8BB45E07BC9515EE0505BCB8D2E08C2",-0.037,蔬菜,茄子,3.32,-0.215,3.2
2021-07-04,"C8BB45E07BCA515EE0505BCB8D2E08C2",0.051,蔬菜,白萝卜,1.86,-0.096,1.95
2021-07-04,"C8BB45E07BCB515EE0505BCB8D2E08C2",-0.071,蔬菜,胡萝卜,3.16,-0.142,2.94
2021-07-04,"C8BB45E07BCC515EE0505BCB8D2E08C2",0.062,蔬菜,尖椒,4.13,-0.103,4.39
2021-07-04,"C8BB45E07BCD515EE0505BCB8D2E08C2",0.034,蔬菜,青圆椒,5.21,-0.152,5.39
2021-07-04,"C8BB45E07BCE515EE0505BCB8D2E08C2",-0.003,蔬菜,豆角,5.74,0.027,5.72
2021-07-04,"C8BB45E07BCF515EE0505BCB8D2E08C2",0.143,蔬菜,白花菜,4.75,-0.028,5.42
2021-07-04,"C8BB45E07BD0515EE0505BCB8D2E08C2",-0.013,蔬菜,土豆,2.81,-0.115,2.77
2021-07-04,"C8BB45E07BD1515EE0505BCB8D2E08C2",0.006,蔬菜,西芹,5.04,-0.059,5.07
2021-07-04,"C8BB45E07BD2515EE0505BCB8D2E08C2",-0.106,蔬菜,丝瓜,5.09,-0.156,4.55
2021-07-04,"C8BB45E07BD3515EE0505BCB8D2E08C2",0.009,蔬菜,莴笋,3.54,-0.156,3.57
2021-07-04,"C8BB45E07BD4515EE0505BCB8D2E08C2",0.198,蔬菜,西洋菜,4.66,-0.035,5.58
2021-07-04,"C8BB45E07BD5515EE0505BCB8D2E08C2",-0.06,蔬菜,芥菜,4.17,-0.098,3.92
2021-07-04,"C8BB45E07BD6515EE0505BCB8D2E08C2",-0.08,蔬菜,通心菜,3.69,-0.131,3.4
2021-07-04,"C8BB45E07BD7515EE0505BCB8D2E08C2",-0.146,蔬菜,芥兰,6.21,-0.103,5.3
2021-07-04,"C8BB517DE94A538BE0505BCB8D2E1099",0.005,蔬菜,生姜,8.4,-0.12,8.44
2021-07-04,"C8BB517DE94B538BE0505BCB8D2E1099",0.011,蔬菜,蒜头,6.13,0.1,6.19
2021-07-04,"C8BB517DE94C538BE0505BCB8D2E1099",0.07,蔬菜,大白菜,2.27,-0.192,2.42
2021-07-04,"C8BB517DE94D538BE0505BCB8D2E1099",0.018,蔬菜,卷心菜,2.3,-0.082,2.34
2021-07-04,"C8BB517DE94E538BE0505BCB8D2E1099",0.004,蔬菜,菠菜,6.65,-0.167,6.68
2021-07-04,"C8BB517DE94F538BE0505BCB8D2E1099",0.023,蔬菜,上海青,3.38,-0.233,3.46
2021-07-04,"C8BB517DE950538BE0505BCB8D2E1099",0.138,蔬菜,芹菜,5.1,-0.221,5.8
2021-07-04,"C8BB517DE951538BE0505BCB8D2E1099",0.041,蔬菜,韭菜,3.94,-0.164,4.1
2021-07-04,"C8BB517DE952538BE0505BCB8D2E1099",0.045,蔬菜,油麦菜,3.49,-0.109,3.65
2021-07-04,"C8BB517DE953538BE0505BCB8D2E1099",-0.032,蔬菜,菜心,5.29,-0.074,5.12
2021-07-04,"C8BB517DE954538BE0505BCB8D2E1099",0.161,蔬菜,生菜,3.61,-0.233,4.2
2021-07-04,"C8BB517DE955538BE0505BCB8D2E1099",0.033,蔬菜,蒜苗,7.11,0.083,7.35
2021-07-04,"C8BB517DE956538BE0505BCB8D2E1099",-0.089,蔬菜,冬瓜,1.96,-0.153,1.79
2021-07-04,"C8BB517DE957538BE0505BCB8D2E1099",0.036,蔬菜,黄瓜,3.16,-0.17,3.27
2021-07-04,"C8BB517DE958538BE0505BCB8D2E1099",-0.038,蔬菜,西红柿,4.04,-0.196,3.89
2021-07-04,"C8BB517DE959538BE0505BCB8D2E1099",-0.053,蔬菜,茄子,3.2,-0.183,3.03
2021-07-04,"C8BB517DE95A538BE0505BCB8D2E1099",0.083,蔬菜,白萝卜,1.95,-0.213,2.11
2021-07-04,"C8BB517DE95B538BE0505BCB8D2E1099",-0.045,蔬菜,胡萝卜,2.94,-0.171,2.81
2021-07-04,"C8BB517DE95C538BE0505BCB8D2E1099",-0.052,蔬菜,尖椒,4.39,-0.201,4.16
2021-07-04,"C8BB517DE95D538BE0505BCB8D2E1099",0.015,蔬菜,青圆椒,5.39,-0.091,5.47
2021-07-04,"C8BB517DE95E538BE0505BCB8D2E1099",-0.029,蔬菜,豆角,5.72,0.061,5.55
2021-07-04,"C8BB517DE95F538BE0505BCB8D2E1099",-0.025,蔬菜,白花菜,5.42,0.023,5.29
2021-07-04,"C8BB517DE960538BE0505BCB8D2E1099",-0.1,蔬菜,土豆,2.77,-0.217,2.5
2021-07-04,"C8BB517DE961538BE0505BCB8D2E1099",-0.021,蔬菜,西芹,5.07,-0.124,4.97
2021-07-04,"C8BB517DE962538BE0505BCB8D2E1099",0.024,蔬菜,丝瓜,4.55,-0.045,4.66
2021-07-04,"C8BB517DE963538BE0505BCB8D2E1099",0.048,蔬菜,莴笋,3.57,-0.247,3.75
2021-07-04,"C8BB517DE964538BE0505BCB8D2E1099",0.029,蔬菜,西洋菜,5.58,-0.102,5.74
2021-07-04,"C8BB517DE965538BE0505BCB8D2E1099",0.089,蔬菜,芥菜,3.92,-0.153,4.26
2021-07-04,"C8BB517DE966538BE0505BCB8D2E1099",0.007,蔬菜,通心菜,3.4,-0.038,3.42
2021-07-04,"C8BB517DE967538BE0505BCB8D2E1099",0.092,蔬菜,芥兰,5.3,0.037,5.79
2021-07-04,"C8BB517DE968538BE0505BCB8D2E1099",-0.03,蔬菜,南瓜,2.29,0.042,2.22
2021-07-04,"C8BB517DE969538BE0505BCB8D2E1099",-0.089,蔬菜,莲藕,7.71,0.035,7.03
2021-07-04,"C8BB517DE96A538BE0505BCB8D2E1099",-0.043,蔬菜,奶白菜,5.4,-0.041,5.17
2021-07-04,"C8BB517DE96B538BE0505BCB8D2E1099",0.009,蔬菜,苦瓜,4.19,-0.028,4.23
