MONTH,HB_水产品,类别,JCMC_水产品,SQ_水产品,TB_水产品,BQ_水产品,MONTH,类别,JKMC_肉类,HB_肉类,SQ_肉类,TB_肉类,BQ_肉类,MONTH,HB_蔬菜,类别,JCMC,SQ_蔬菜,TB_蔬菜,BQ_蔬菜
,,,,,,,,,,,,,,2019/6/1,-0.030046,蔬菜,菜心,5.39,0.021992,5.23
,,,,,,,,,,,,,,2019/6/1,-0.033091,蔬菜,生菜,4.04,-0.03124,3.91
,,,,,,,,,,,,,,2019/6/1,0.04332,蔬菜,蒜苗,6.8,0.296182,7.1
,,,,,,,,,,,,,,2019/6/1,-0.173302,蔬菜,冬瓜,3.05,0.164598,2.52
,,,,,,,,,,,,,,2019/6/1,-0.103586,蔬菜,黄瓜,4.08,0.068781,3.66
,,,,,,,,,,,,,,2019/6/1,0.056272,蔬菜,西红柿,5.18,0.287031,5.47
,,,,,,,,,,,,,,2019/6/1,-0.065768,蔬菜,茄子,4.76,0.229744,4.45
,,,,,,,,,,,,,,2019/6/1,-0.035123,蔬菜,白萝卜,2.49,0.140872,2.4
,,,,,,,,,,,,,,2019/6/1,0.01828,蔬菜,胡萝卜,3.31,-0.021968,3.37
,,,,,,,,,,,,,,2019/6/1,-0.068411,蔬菜,尖椒,6.37,0.366687,5.93
,,,,,,,,,,,,,,2019/6/1,-0.06378,蔬菜,青圆椒,6.13,-0.016348,5.74
,,,,,,,,,,,,,,2019/6/1,-0.206015,蔬菜,豆角,7.24,0.121657,5.75
,,,,,,,,,,,,,,2019/6/1,-0.055717,蔬菜,白花菜,5.4,-0.169002,5.1
,,,,,,,,,,,,,,2019/6/1,-0.022519,蔬菜,土豆,3.27,0.035428,3.2
,,,,,,,,,,,,,,2019/6/1,-0.108683,蔬菜,西芹,5.8,-0.065385,5.17
,,,,,,,,,,,,,,2019/6/1,-0.058379,蔬菜,丝瓜,6.33,0.240453,5.96
,,,,,,,,,,,,,,2019/6/1,-0.047959,蔬菜,莴笋,3.93,-0.093868,3.74
,,,,,,,,,,,,,,2019/6/1,-0.007139,蔬菜,西洋菜,5.94,0.000728,5.9
,,,,,,,,,,,,,,2019/6/1,0.040475,蔬菜,芥菜,4.13,0.062384,4.3
,,,,,,,,,,,,,,2019/6/1,-0.083656,蔬菜,通心菜,4.62,0.110284,4.24
,,,,,,,,,,,,,,2019/6/1,-0.190103,蔬菜,芥兰,6.52,-0.028869,5.28
,,,,,,,,,,,,,,2019/6/1,-0.036416,蔬菜,南瓜,2.97,0.106107,2.86
,,,,,,,,,,,,,,2019/6/1,0.302232,蔬菜,莲藕,6.41,0.605041,8.35
,,,,,,,,,,,,,,2019/6/1,-0.095876,蔬菜,奶白菜,5.12,-0.000199,4.63
,,,,,,,,,,,,,,2019/6/1,-0.157412,蔬菜,苦瓜,6.34,0.264354,5.34
,,,,,,,,,,,,,,2019/7/1,0.028053,蔬菜,生姜,7.37,0.075711,7.58
,,,,,,,,,,,,,,2019/7/1,0.0362,蔬菜,蒜头,7.35,0.400944,7.62
,,,,,,,,,,,,,,2019/7/1,0.055526,蔬菜,大白菜,2.46,-0.025957,2.6
,,,,,,,,,,,,,,2019/7/1,0.058221,蔬菜,卷心菜,2.81,0.058211,2.97
,,,,,,,,,,,,,,2019/7/1,0.140672,蔬菜,菠菜,6.68,0.002315,7.62
,,,,,,,,,,,,,,2019/7/1,0.0382,蔬菜,上海青,3.77,-0.001873,3.92
,,,,,,,,,,,,,,2019/7/1,0.104888,蔬菜,芹菜,5.65,0.039855,6.24
,,,,,,,,,,,,,,2019/7/1,0.037631,蔬菜,韭菜,4.78,0.222468,4.96
,,,,,,,,,,,,,,2019/7/1,0.06702,蔬菜,油麦菜,3.83,0.061686,4.09
,,,,,,,,,,,,,,2019/7/1,0.059037,蔬菜,菜心,5.23,0.015103,5.54
,,,,,,,,,,,,,,2019/7/1,0.072234,蔬菜,生菜,3.91,0.106323,4.19
,,,,,,,,,,,,,,2019/7/1,0.032946,蔬菜,蒜苗,7.1,0.190314,7.33
,,,,,,,,,,,,,,2019/7/1,-0.016104,蔬菜,冬瓜,2.52,0.180996,2.48
,,,,,,,,,,,,,,2019/7/1,0.048152,蔬菜,黄瓜,3.66,0.073954,3.83
,,,,,,,,,,,,,,2019/7/1,-0.131552,蔬菜,西红柿,5.47,0.10614,4.75
,,,,,,,,,,,,,,2019/7/1,0.006262,蔬菜,茄子,4.45,0.265258,4.48
,,,,,,,,,,,,,,2019/7/1,0.008898,蔬菜,白萝卜,2.4,0.165694,2.42
,,,,,,,,,,,,,,2019/7/1,-0.030498,蔬菜,胡萝卜,3.37,-0.01333,3.27
,,,,,,,,,,,,,,2019/7/1,-0.074747,蔬菜,尖椒,5.93,0.310108,5.49
,,,,,,,,,,,,,,2019/7/1,0.005556,蔬菜,青圆椒,5.74,0.088206,5.77
,,,,,,,,,,,,,,2019/7/1,-0.114453,蔬菜,豆角,5.75,0.008134,5.09
,,,,,,,,,,,,,,2019/7/1,0.089759,蔬菜,白花菜,5.1,-0.086517,5.55
,,,,,,,,,,,,,,2019/7/1,-0.012881,蔬菜,土豆,3.2,0.028414,3.16
,,,,,,,,,,,,,,2019/7/1,-0.049075,蔬菜,西芹,5.17,0.019453,4.91
,,,,,,,,,,,,,,2019/7/1,-0.039127,蔬菜,丝瓜,5.96,0.146217,5.72
,,,,,,,,,,,,,,2019/7/1,0.174268,蔬菜,莴笋,3.74,0.245703,4.4
,,,,,,,,,,,,,,2019/7/1,0.043412,蔬菜,西洋菜,5.9,0.015138,6.15
,,,,,,,,,,,,,,2019/7/1,0.050556,蔬菜,芥菜,4.3,0.00064,4.52
,,,,,,,,,,,,,,2019/7/1,-0.036608,蔬菜,通心菜,4.24,0.093421,4.08
,,,,,,,,,,,,,,2019/7/1,0.205825,蔬菜,芥兰,5.28,0.235787,6.37
,,,,,,,,,,,,,,2019/7/1,-0.056226,蔬菜,南瓜,2.86,0.219668,2.7
,,,,,,,,,,,,,,2019/7/1,0.032166,蔬菜,莲藕,8.35,0.580151,8.62
,,,,,,,,,,,,,,2019/7/1,-0.013389,蔬菜,奶白菜,4.63,-0.064476,4.57
,,,,,,,,,,,,,,2019/7/1,-0.12745,蔬菜,苦瓜,5.34,0.197579,4.66
,,,,,,,,,,,,,,2019/5/1,-0.00214,蔬菜,生姜,7.18,0.019299,7.16
,,,,,,,,,,,,,,2019/5/1,0.057926,蔬菜,蒜头,6.53,0.12403,6.91
,,,,,,,,,,,,,,2019/5/1,-0.052534,蔬菜,大白菜,2.78,-0.013735,2.64
,,,,,,,,,,,,,,2019/5/1,0.005189,蔬菜,卷心菜,2.96,0.149175,2.98
,,,,,,,,,,,,,,2019/5/1,-0.053341,蔬菜,菠菜,6.03,-0.007121,5.7
,,,,,,,,,,,,,,2019/5/1,-0.072187,蔬菜,上海青,4.22,0.121954,3.92
,,,,,,,,,,,,,,2019/5/1,0.013631,蔬菜,芹菜,6.01,0.252372,6.09
,,,,,,,,,,,,,,2019/5/1,0.008627,蔬菜,韭菜,4.56,0.186276,4.6
,,,,,,,,,,,,,,2019/5/1,-0.105457,蔬菜,油麦菜,4.47,0.192546,4
,,,,,,,,,,,,,,2019/5/1,-0.062791,蔬菜,菜心,5.76,0.078943,5.39
,,,,,,,,,,,,,,2019/5/1,-0.103409,蔬菜,生菜,4.51,0.21203,4.04
,,,,,,,,,,,,,,2019/5/1,-0.159686,蔬菜,蒜苗,8.1,0.369538,6.8
,,,,,,,,,,,,,,2019/5/1,-0.040174,蔬菜,冬瓜,3.18,0.224765,3.05
,,,,,,,,,,,,,,2019/5/1,-0.048063,蔬菜,黄瓜,4.29,0.190372,4.08
,,,,,,,,,,,,,,2019/5/1,0.056526,蔬菜,西红柿,4.9,0.201785,5.18
,,,,,,,,,,,,,,2019/5/1,0.000306,蔬菜,茄子,4.76,0.310157,4.76
,,,,,,,,,,,,,,2019/5/1,0.017803,蔬菜,白萝卜,2.45,0.167157,2.49
,,,,,,,,,,,,,,2019/5/1,0.022885,蔬菜,胡萝卜,3.24,-0.024827,3.31
,,,,,,,,,,,,,,2019/5/1,0.0801,蔬菜,尖椒,5.9,0.625042,6.37
,,,,,,,,,,,,,,2019/5/1,-0.047639,蔬菜,青圆椒,6.44,0.133381,6.13
,,,,,,,,,,,,,,2019/5/1,-0.01307,蔬菜,豆角,7.33,0.416979,7.24
,,,,,,,,,,,,,,2019/5/1,-0.012552,蔬菜,白花菜,5.46,-0.019015,5.4
,,,,,,,,,,,,,,2019/5/1,0.002199,蔬菜,土豆,3.27,0.10301,3.27
,,,,,,,,,,,,,,2019/5/1,-0.039165,蔬菜,西芹,6.04,0.195349,5.8
,,,,,,,,,,,,,,2019/5/1,-0.01452,蔬菜,丝瓜,6.42,0.012526,6.33
,,,,,,,,,,,,,,2019/5/1,-0.05531,蔬菜,莴笋,4.16,0.061056,3.93
,,,,,,,,,,,,,,2019/5/1,0.075855,蔬菜,西洋菜,5.52,0.160028,5.94
,,,,,,,,,,,,,,2019/5/1,-0.007153,蔬菜,芥菜,4.16,0.011312,4.13
,,,,,,,,,,,,,,2019/5/1,-0.057843,蔬菜,通心菜,4.91,0.261737,4.62
,,,,,,,,,,,,,,2019/5/1,-0.046296,蔬菜,芥兰,6.84,0.197539,6.52
,,,,,,,,,,,,,,2019/5/1,0.107891,蔬菜,南瓜,2.68,0.034417,2.97
,,,,,,,,,,,,,,2019/5/1,0.08649,蔬菜,莲藕,5.9,0.464404,6.41
,,,,,,,,,,,,,,2019/5/1,-0.041675,蔬菜,奶白菜,5.35,0.204356,5.12
,,,,,,,,,,,,,,2019/5/1,-0.076814,蔬菜,苦瓜,6.87,0.322771,6.34
,,,,,,,,,,,,,,2019/8/1,-0.01839,蔬菜,蔬菜均价,4.56,0.02654,4.48
,,,,,,,,,,,,,,2019/8/1,-0.092814,蔬菜,其中：青椒,5.77,0.000293,5.24
,,,,,,,,,,,,,,2019/8/1,0.112132,蔬菜,      黄瓜,3.83,0.012146,4.26
,,,,,,,,,,,,,,2019/8/1,-0.041378,蔬菜,      西红柿,4.75,0.087732,4.55
,,,,,,,,,,,,,,2019/8/1,-0.068627,蔬菜,      茄子,4.48,0.223095,4.17
,,,,,,,,,,,,,,2019/8/1,-0.030319,蔬菜,      萝卜,2.42,-0.025424,2.35
,,,,,,,,,,,,,,2019/8/1,0.025881,蔬菜,      土豆,3.16,0.027437,3.24
,,,,,,,,,,,,,,2019/8/1,-0.002837,蔬菜,      芹菜,6.24,-0.080676,6.22
,,,,,,,,,,,,,,2019/8/1,-0.056117,蔬菜,      菜心,5.54,-0.079168,5.23
,,,,,,,,,,,,,,2019/8/1,-0.004856,蔬菜,      生菜,4.19,0.049928,4.17
,,,,,,,,,,,,,,2019/8/1,-0.054862,蔬菜,      大白菜,2.6,-0.081453,2.46
,,,,,,,,,,,,,,2019/8/1,-0.008927,蔬菜,      菠菜,7.62,-0.052471,7.55
,,,,,,,,,,,,,,2019/8/1,-0.021045,蔬菜,      椰菜,2.97,0.028595,2.91
,,,,,,,,,,,,,,2019/9/1,-0.007269,蔬菜,蔬菜均价,4.48,-0.157531,4.44
,,,,,,,,,,,,,,2019/9/1,0.02649,蔬菜,其中：青椒,5.24,-0.210113,5.38
,,,,,,,,,,,,,,2019/9/1,-0.047374,蔬菜,      黄瓜,4.26,-0.18724,4.06
,,,,,,,,,,,,,,2019/9/1,0.005646,蔬菜,      西红柿,4.55,-0.210345,4.58
,,,,,,,,,,,,,,2019/9/1,-0.036621,蔬菜,      茄子,4.17,-0.066282,4.02
,,,,,,,,,,,,,,2019/9/1,-0.020116,蔬菜,      萝卜,2.35,-0.084585,2.3
,,,,,,,,,,,,,,2019/9/1,-0.017536,蔬菜,      土豆,3.24,-0.091298,3.18
,,,,,,,,,,,,,,2019/9/1,0.008757,蔬菜,      芹菜,6.22,-0.252646,6.28
,,,,,,,,,,,,,,2019/9/1,0.002525,蔬菜,      菜心,5.23,-0.242982,5.24
,,,,,,,,,,,,,,2019/9/1,-0.036736,蔬菜,      生菜,4.17,-0.285166,4.02
,,,,,,,,,,,,,,2019/9/1,-0.060262,蔬菜,      大白菜,2.46,-0.286196,2.31
,,,,,,,,,,,,,,2019/9/1,0.011754,蔬菜,      菠菜,7.55,-0.106439,7.64
,,,,,,,,,,,,,,2019/9/1,-0.049671,蔬菜,      椰菜,2.91,-0.126785,2.77
,,,,,,,,,,,,,,2019/10/7,-0.02,蔬菜,蔬菜均价,4.44,-0.16,4.35
,,,,,,,,,,,,,,2019/10/7,0.08,蔬菜,其中：青椒,5.38,-0.31,5.8
,,,,,,,,,,,,,,2019/10/7,-0.02,蔬菜,      黄瓜,4.06,-0.17,3.99
,,,,,,,,,,,,,,2019/10/7,0.06,蔬菜,      西红柿,4.58,-0.3,4.86
,,,,,,,,,,,,,,2019/10/7,-0.06,蔬菜,      茄子,4.02,-0.16,3.78
,,,,,,,,,,,,,,2019/10/7,-0.09,蔬菜,      萝卜,2.3,-0.08,2.11
,,,,,,,,,,,,,,2019/10/7,-0.02,蔬菜,      土豆,3.18,-0.07,3.1
,,,,,,,,,,,,,,2019/10/7,0.04,蔬菜,      芹菜,6.28,-0.18,6.51
,,,,,,,,,,,,,,2019/10/7,-0.07,蔬菜,      菜心,5.24,-0.14,4.86
,,,,,,,,,,,,,,2019/10/7,-0.06,蔬菜,      生菜,4.02,-0.3,3.76
,,,,,,,,,,,,,,2019/10/7,0.02,蔬菜,      大白菜,2.31,-0.19,2.35
,,,,,,,,,,,,,,2019/10/7,-0.11,蔬菜,      菠菜,7.64,-0.07,6.78
,,,,,,,,,,,,,,2019/10/7,-0.05,蔬菜,      椰菜,2.77,-0.07,2.61
,,,,,,,,,,,,,,2019/11/9,0.008,蔬菜,蔬菜均价,4.35,0.019,4.39
,,,,,,,,,,,,,,2019/11/9,0.13,蔬菜,青椒,5.8,-0.071,6.56
,,,,,,,,,,,,,,2019/11/9,0.214,蔬菜,      黄瓜,3.99,0.288,4.84
,,,,,,,,,,,,,,2019/11/9,0.043,蔬菜,      西红柿,4.87,-0.105,5.08
,,,,,,,,,,,,,,2019/11/9,0.081,蔬菜,      茄子,3.78,-0.038,4.09
,,,,,,,,,,,,,,2019/11/9,0.01,蔬菜,      萝卜,2.11,0.188,2.13
,,,,,,,,,,,,,,2019/11/9,0.022,蔬菜,      土豆,3.1,0.004,3.17
,,,,,,,,,,,,,,2019/11/9,-0.019,蔬菜,      芹菜,6.51,0.045,6.39
,,,,,,,,,,,,,,2019/11/9,-0.033,蔬菜,      菜心,4.86,0.071,4.7
,,,,,,,,,,,,,,2019/11/9,-0.042,蔬菜,      生菜,3.76,0.007,3.6
,,,,,,,,,,,,,,2019/11/9,-0.078,蔬菜,      大白菜,2.35,0.056,2.16
,,,,,,,,,,,,,,2019/11/9,-0.115,蔬菜,      菠菜,6.78,0.178,6
,,,,,,,,,,,,,,2019/11/9,0.014,蔬菜,      椰菜,2.61,0.08,2.65
,,,,,,,,,,,,,,2020/2/27,-0.032,蔬菜,蔬菜均价,5.24,0.049,5.07
,,,,,,,,,,,,,,2020/2/27,0.036,蔬菜,其中：青椒,6.8,0.098,7.04
,,,,,,,,,,,,,,2020/2/27,-0.126,蔬菜,      黄瓜,5.42,-0.206,4.74
,,,,,,,,,,,,,,2020/2/27,-0.035,蔬菜,      西红柿,6.58,0.219,6.36
,,,,,,,,,,,,,,2020/2/27,0.077,蔬菜,      茄子,4.79,0.066,5.16
,,,,,,,,,,,,,,2020/2/27,-0.015,蔬菜,      萝卜,2.58,0.112,2.54
,,,,,,,,,,,,,,2020/2/27,0.068,蔬菜,      土豆,3.52,0.102,3.76
,,,,,,,,,,,,,,2020/2/27,-0.093,蔬菜,      芹菜,6.87,0.048,6.23
,,,,,,,,,,,,,,2020/2/27,-0.141,蔬菜,      菜心,6.61,-0.019,5.67
,,,,,,,,,,,,,,2020/2/27,-0.062,蔬菜,      生菜,4.55,-0.062,4.27
,,,,,,,,,,,,,,2020/2/27,0.014,蔬菜,      大白菜,2.69,0.216,2.73
,,,,,,,,,,,,,,2020/2/27,-0.019,蔬菜,      菠菜,6.26,0.098,6.14
,,,,,,,,,,,,,,2020/2/27,-0.087,蔬菜,      椰菜,3.38,0.227,3.09
,,,,,,,,,,,,,,2020/4/8,0.102,蔬菜,蔬菜均价,4.33,-0.005,4.77
,,,,,,,,,,,,,,2020/4/8,0.059,蔬菜,其中：青椒,6.46,0.063,6.85
,,,,,,,,,,,,,,2020/4/8,0.009,蔬菜,      黄瓜,4.06,-0.045,4.09
,,,,,,,,,,,,,,2020/4/8,0.048,蔬菜,      西红柿,5.4,0.154,5.66
,,,,,,,,,,,,,,2020/4/8,-0.001,蔬菜,      茄子,4.45,-0.066,4.44
,,,,,,,,,,,,,,2020/4/8,0.018,蔬菜,      萝卜,2,-0.168,2.04
,,,,,,,,,,,,,,2020/4/8,0.101,蔬菜,      土豆,3.58,0.205,3.94
,,,,,,,,,,,,,,2020/4/8,0.157,蔬菜,      芹菜,5.05,-0.028,5.84
,,,,,,,,,,,,,,2020/4/8,0.243,蔬菜,      菜心,4.78,0.031,5.94
,,,,,,,,,,,,,,2020/4/8,0.307,蔬菜,      生菜,3.41,-0.01,4.46
,,,,,,,,,,,,,,2020/4/8,0.185,蔬菜,      大白菜,2.38,0.014,2.82
,,,,,,,,,,,,,,2020/4/8,0.252,蔬菜,      菠菜,5.05,0.049,6.32
,,,,,,,,,,,,,,2020/4/8,0.005,蔬菜,      椰菜,2.34,-0.206,2.35
,,,,,,,,,,,,,,2020/5/2,-0.078,蔬菜,蔬菜均价,4.77,-0.053,4.4
,,,,,,,,,,,,,,2020/5/2,-0.062,蔬菜,其中：青椒,6.85,0.047,6.42
,,,,,,,,,,,,,,2020/5/2,-0.13,蔬菜,      黄瓜,4.09,-0.127,3.56
,,,,,,,,,,,,,,2020/5/2,-0.21,蔬菜,      西红柿,5.66,-0.137,4.47
,,,,,,,,,,,,,,2020/5/2,-0.118,蔬菜,      茄子,4.44,-0.177,3.92
,,,,,,,,,,,,,,2020/5/2,-0.073,蔬菜,      萝卜,2.04,-0.242,1.89
,,,,,,,,,,,,,,2020/5/2,-0.055,蔬菜,      土豆,3.94,0.136,3.72
,,,,,,,,,,,,,,2020/5/2,0.034,蔬菜,      芹菜,5.84,-0.008,6.04
,,,,,,,,,,,,,,2020/5/2,-0.116,蔬菜,      菜心,5.94,-0.028,5.25
,,,,,,,,,,,,,,2020/5/2,-0.032,蔬菜,      生菜,4.46,0.068,4.32
,,,,,,,,,,,,,,2020/5/2,-0.065,蔬菜,      大白菜,2.82,0.001,2.64
,,,,,,,,,,,,,,2020/5/2,-0.06,蔬菜,      菠菜,6.32,0.042,5.94
,,,,,,,,,,,,,,2020/5/2,-0.068,蔬菜,      椰菜,2.35,-0.264,2.19
,,,,,,,,,,,,,,2020/8/3,0.006,蔬菜,蔬菜均价,4.66,0.047,4.69
,,,,,,,,,,,,,,2020/8/3,-0.074,蔬菜,其中：青椒,6.02,0.065,5.58
,,,,,,,,,,,,,,2020/8/3,0.098,蔬菜,      黄瓜,3.94,0.015,4.33
,,,,,,,,,,,,,,2020/8/3,-0.004,蔬菜,      西红柿,4.84,0.058,4.82
,,,,,,,,,,,,,,2020/8/3,0.027,蔬菜,      茄子,3.7,-0.087,3.81
,,,,,,,,,,,,,,2020/8/3,0.076,蔬菜,      萝卜,2.69,0.229,2.89
,,,,,,,,,,,,,,2020/8/3,0.036,蔬菜,      土豆,3.19,0.02,3.3
,,,,,,,,,,,,,,2020/8/3,-0.153,蔬菜,      芹菜,7.44,0.013,6.3
,,,,,,,,,,,,,,2020/8/3,0.009,蔬菜,      菜心,5.52,0.066,5.58
,,,,,,,,,,,,,,2020/8/3,-0.063,蔬菜,      生菜,5.47,0.23,5.13
,,,,,,,,,,,,,,2020/8/3,-0.049,蔬菜,      大白菜,3,0.162,2.85
,,,,,,,,,,,,,,2020/8/3,-0.008,蔬菜,      菠菜,8.02,0.054,7.96
,,,,,,,,,,,,,,2020/8/3,0.138,蔬菜,      椰菜,2.55,-0.003,2.9
,,,,,,,,,,,,,,2020/10/2,0.018,蔬菜,蔬菜均价,4.69,0.073,4.77
,,,,,,,,,,,,,,2020/10/2,0.011,蔬菜,其中青椒,5.58,0.049,5.64
,,,,,,,,,,,,,,2020/10/2,-0.044,蔬菜,黄瓜,4.33,0.018,4.14
,,,,,,,,,,,,,,2020/10/2,-0.007,蔬菜,西红柿,4.82,0.045,4.79
,,,,,,,,,,,,,,2020/10/2,0.092,蔬菜,茄子,3.81,0.035,4.16
,,,,,,,,,,,,,,2020/10/2,-0.092,蔬菜,萝卜,2.89,0.14,2.62
,,,,,,,,,,,,,,2020/10/2,-0.037,蔬菜,土豆,3.3,-0.001,3.18
,,,,,,,,,,,,,,2020/10/2,0.065,蔬菜,芹菜,6.3,0.069,6.71
,,,,,,,,,,,,,,2020/10/2,0.041,蔬菜,菜心,5.58,0.107,5.81
,,,,,,,,,,,,,,2020/10/2,-0.117,蔬菜,生菜,5.13,0.128,4.53
,,,,,,,,,,,,,,2020/10/2,0.025,蔬菜,大白菜,2.85,0.267,2.93
,,,,,,,,,,,,,,2020/10/2,0.123,蔬菜,菠菜,7.96,0.171,8.94
,,,,,,,,,,,,,,2020/10/2,0.056,蔬菜,椰菜,2.9,0.108,3.07
,,,,,,,,,,,,,,2021/1/2,0.171,蔬菜,蔬菜均价,4.68,0.047,5.48
,,,,,,,,,,,,,,2021/1/2,0.14,蔬菜,青椒,6.13,0.028,6.99
,,,,,,,,,,,,,,2021/1/2,0.05,蔬菜,黄瓜,4.3,-0.167,4.52
,,,,,,,,,,,,,,2021/1/2,0.003,蔬菜,西红柿,4.81,-0.267,4.83
,,,,,,,,,,,,,,2021/1/2,0.406,蔬菜,茄子,4.92,0.444,6.91
,,,,,,,,,,,,,,2021/1/2,0.201,蔬菜,萝卜,2.15,0.001,2.58
,,,,,,,,,,,,,,2021/1/2,0.072,蔬菜,土豆,3.17,-0.036,3.4
,,,,,,,,,,,,,,2021/1/2,0.182,蔬菜,芹菜,6.28,0.081,7.42
,,,,,,,,,,,,,,2021/1/2,0.065,蔬菜,菜心,5.56,-0.103,5.93
,,,,,,,,,,,,,,2021/1/2,0.158,蔬菜,生菜,4.46,0.134,5.16
,,,,,,,,,,,,,,2021/1/2,0.151,蔬菜,大白菜,2.09,-0.104,2.41
,,,,,,,,,,,,,,2021/1/2,0.181,蔬菜,菠菜,6.08,0.147,7.18
,,,,,,,,,,,,,,2021/1/2,0.246,蔬菜,椰菜,2.79,0.027,3.47
,,,,,,,,,,,,,,2021/2/4,-0.026,蔬菜,蔬菜均价,5.48,0.054,5.34
,,,,,,,,,,,,,,2021/2/4,-0.066,蔬菜,其中：青椒,6.99,-0.073,6.53
,,,,,,,,,,,,,,2021/2/4,0.015,蔬菜,黄瓜,4.52,-0.032,4.59
,,,,,,,,,,,,,,2021/2/4,-0.081,蔬菜,西红柿,4.83,-0.302,4.44
,,,,,,,,,,,,,,2021/2/4,-0.084,蔬菜,茄子,6.91,0.228,6.33
,,,,,,,,,,,,,,2021/2/4,-0.02,蔬菜,萝卜,2.58,-0.004,2.53
,,,,,,,,,,,,,,2021/2/4,0.013,蔬菜,土豆,3.39,-0.085,3.44
,,,,,,,,,,,,,,2021/2/4,-0.094,蔬菜,芹菜,7.42,0.081,6.73
,,,,,,,,,,,,,,2021/2/4,-0.134,蔬菜,菜心,5.93,-0.095,5.14
,,,,,,,,,,,,,,2021/2/4,-0.221,蔬菜,生菜,5.16,-0.057,4.02
,,,,,,,,,,,,,,2021/2/4,-0.034,蔬菜,大白菜,2.41,-0.147,2.33
,,,,,,,,,,,,,,2021/2/4,-0.146,蔬菜,菠菜,7.18,-0.001,6.13
,,,,,,,,,,,,,,2021/2/4,-0.013,蔬菜,椰菜,3.47,0.111,3.43
,,,,,,,,,,,,,,2021/3/2,-0.202,蔬菜,蔬菜均价,5.34,-0.075,4.26
,,,,,,,,,,,,,,2021/3/2,-0.096,蔬菜,其中：青椒,6.53,-0.143,5.9
,,,,,,,,,,,,,,2021/3/2,-0.17,蔬菜,黄瓜,4.59,-0.121,3.81
,,,,,,,,,,,,,,2021/3/2,-0.147,蔬菜,西红柿,4.44,-0.341,3.79
,,,,,,,,,,,,,,2021/3/2,-0.192,蔬菜,茄子,6.33,0.079,5.12
,,,,,,,,,,,,,,2021/3/2,-0.151,蔬菜,萝卜,2.53,0.008,2.15
,,,,,,,,,,,,,,2021/3/2,-0.153,蔬菜,土豆,3.44,-0.234,2.91
,,,,,,,,,,,,,,2021/3/2,-0.28,蔬菜,芹菜,6.73,-0.099,4.85
,,,,,,,,,,,,,,2021/3/2,0.012,蔬菜,菜心,5.14,0.021,5.2
,,,,,,,,,,,,,,2021/3/2,-0.259,蔬菜,生菜,4.02,-0.181,2.98
,,,,,,,,,,,,,,2021/3/2,-0.083,蔬菜,大白菜,2.33,-0.156,2.13
,,,,,,,,,,,,,,2021/3/2,-0.164,蔬菜,菠菜,6.13,-0.046,5.13
,,,,,,,,,,,,,,2021/3/2,-0.26,蔬菜,椰菜,3.43,0.018,2.54
,,,,,,,,,,,,,,2021/4/6,-0.099,蔬菜,蔬菜均价,4.26,-0.194,3.84
,,,,,,,,,,,,,,2021/4/6,-0.11,蔬菜,其中：青椒,5.9,-0.233,5.25
,,,,,,,,,,,,,,2021/4/6,-0.08,蔬菜,黄瓜,3.81,-0.144,3.5
,,,,,,,,,,,,,,2021/4/6,-0.068,蔬菜,西红柿,3.79,-0.377,3.53
,,,,,,,,,,,,,,2021/4/6,-0.281,蔬菜,茄子,5.12,-0.173,3.68
,,,,,,,,,,,,,,2021/4/6,-0.112,蔬菜,萝卜,2.15,-0.062,1.91
,,,,,,,,,,,,,,2021/4/6,-0.11,蔬菜,土豆,2.91,-0.342,2.59
,,,,,,,,,,,,,,2021/4/6,-0.116,蔬菜,芹菜,4.85,-0.267,4.28
,,,,,,,,,,,,,,2021/4/6,-0.084,蔬菜,菜心,5.2,-0.198,4.76
,,,,,,,,,,,,,,2021/4/6,0.096,蔬菜,生菜,2.98,-0.267,3.27
,,,,,,,,,,,,,,2021/4/6,-0.008,蔬菜,大白菜,2.13,-0.25,2.12
,,,,,,,,,,,,,,2021/4/6,-0.004,蔬菜,菠菜,5.13,-0.192,5.11
,,,,,,,,,,,,,,2021/4/6,-0.142,蔬菜,椰菜,2.54,-0.074,2.18
,,,,,,,,,,,,,,2021/5/23,-0.03,蔬菜,蔬菜均价,3.84,-0.152,3.73
,,,,,,,,,,,,,,2021/5/23,-0.007,蔬菜,其中：青椒,5.25,-0.188,5.21
,,,,,,,,,,,,,,2021/5/23,-0.033,蔬菜,黄瓜,3.5,-0.049,3.39
,,,,,,,,,,,,,,2021/5/23,-0.013,蔬菜,西红柿,3.53,-0.221,3.48
,,,,,,,,,,,,,,2021/5/23,-0.097,蔬菜,茄子,3.68,-0.153,3.32
,,,,,,,,,,,,,,2021/5/23,-0.027,蔬菜,萝卜,1.91,-0.016,1.86
,,,,,,,,,,,,,,2021/5/23,0.084,蔬菜,土豆,2.59,-0.245,2.81
,,,,,,,,,,,,,,2021/5/23,0.023,蔬菜,芹菜,4.28,-0.275,4.38
,,,,,,,,,,,,,,2021/5/23,0.103,蔬菜,菜心,4.76,0.001,5.25
,,,,,,,,,,,,,,2021/5/23,-0.008,蔬菜,生菜,3.27,-0.249,3.24
,,,,,,,,,,,,,,2021/5/23,0.012,蔬菜,大白菜,2.12,-0.189,2.14
,,,,,,,,,,,,,,2021/5/23,0.048,蔬菜,菠菜,5.11,-0.099,5.36
,,,,,,,,,,,,,,2021/5/23,0.052,蔬菜,椰菜,2.18,0.045,2.29
