texture,perimeter,smoothness,concavity,symmetry,fractal dimension
29.11,102.9,0.1115,0.09189,0.2522,0.07246
33.37,92.04,0.1419,0.2177,0.2829,0.08067
32.82,91.76,0.2184,0.8402,0.4154,0.1403
21.59,110.1,0.0961,0.1348,0.1896,0.05656
18.95,69.28,0.09688,0.06387,0.1922,0.06491
1.324,3.477,0.009329,0.09953,0.05543,0.00733
1.023,4.012,0.005485,0.0319,0.02768,0.003345
0.4875,1.195,0.004873,0.03318,0.01601,0.002289
1.44,2.206,0.007278,0.04447,0.01868,0.003339
1.597,1.539,0.004973,0.01498,0.01724,0.001343
24.49,86,0.1244,0.1449,0.2779,0.08121
21.7,93.76,0.1213,0.1364,0.2741,0.07582
26.19,109.1,0.1313,0.1804,0.2962,0.08472
21.51,111.4,0.1294,0.3755,0.3053,0.08764
1.748,5.118,0.004571,0.02176,0.03373,0.005875
23.22,67.08,0.1415,0.06213,0.2989,0.0738
15.86,86.49,0.1078,0.1169,0.1942,0.06902
27.06,132.9,0.1,0.1519,0.1814,0.05572
22.74,105.9,0.1226,0.206,0.36,0.07285
0.4334,1.826,0.003271,0.0231,0.01148,0.002379
20.21,96.12,0.09587,0.06824,0.1487,0.05748
1.48,7.029,0.008124,0.05489,0.03176,0.002365
1.045,1.649,0.006175,0.01376,0.01096,0.001857
16.83,70.92,0.1077,0.03046,0.1714,0.0634
24.04,93.85,0.1368,0.2413,0.3218,0.0747
1.38,1.457,0.007499,0.02332,0.01647,0.002629
1.2,4.277,0.01093,0.03214,0.02837,0.004174
0.8092,3.33,0.005541,0.04505,0.03102,0.004831
1.21,2.635,0.005857,0.01168,0.02406,0.001769
13.78,81.78,0.09667,0.01288,0.1638,0.061
1.284,2.482,0.006627,0.05371,0.01682,0.004584
19.35,84.52,0.09579,0.07107,0.1761,0.0654
1.511,2.41,0.005433,0.01131,0.0222,0.003408
19.23,65.59,0.09836,0.1397,0.3282,0.0849
25.74,98,0.1024,0.1235,0.1647,0.06464
2.284,5.173,0.004756,0.04345,0.03756,0.003288
20.54,84.06,0.07335,0.018,0.1713,0.05888
36.32,85.07,0.1453,0.1811,0.2973,0.07745
0.8309,2.097,0.004405,0.04344,0.01921,0.004622
28.14,110.6,0.1654,0.2678,0.3196,0.1151
17.57,72.49,0.08858,0.02783,0.1601,0.05913
17.72,83.09,0.1293,0.03122,0.3124,0.0759
1.593,4.877,0.003899,0.02817,0.02674,0.005126
19.83,152.1,0.09342,0.1676,0.1505,0.05484
0.5664,2.465,0.005727,0.04393,0.02751,0.004572
15.82,79.62,0.08864,0.1201,0.2576,0.07018
19.59,64.73,0.1003,0.005025,0.1791,0.06331
0.7395,2.355,0.009536,0.01651,0.01953,0.0031
13.12,81.89,0.06955,0.0226,0.1337,0.05581
24.9,145.4,0.1503,0.3272,0.2894,0.08456
17.18,89.75,0.08045,0.02681,0.1641,0.05764
22.13,101.7,0.09983,0.222,0.2272,0.08799
22.55,93.77,0.1038,0.1463,0.1926,0.05982
20.68,108.1,0.117,0.1722,0.2164,0.07356
18.32,66.82,0.08142,0.01993,0.2372,0.05768
24.04,83.97,0.1186,0.2273,0.203,0.08243
30.76,163.2,0.1464,0.5179,0.248,0.08999
1.636,1.596,0.005415,0.02153,0.01959,0.001812
21.25,130,0.1096,0.1974,0.2069,0.05999
32.06,166.4,0.1322,0.3865,0.3193,0.09221
32.33,155.3,0.1376,0.489,0.216,0.093
15.34,63.78,0.1072,0.4108,0.2548,0.09296
0.9209,4.158,0.005215,0.04718,0.02045,0.004028
19.05,94.11,0.1278,0.1533,0.253,0.0651
29.09,97.58,0.1216,0.1049,0.2642,0.06953
22.25,90.24,0.1021,0.001845,0.2439,0.06289
1.36,1.502,0.008412,0.03898,0.01695,0.002801
27.15,91.38,0.09929,0.04462,0.1537,0.06171
1.005,1.752,0.004088,0.01796,0.01323,0.001465
0.7815,1.429,0.009019,0.01196,0.02388,0.001619
19.96,73.72,0.0802,0.09274,0.2595,0.06233
1.332,4.533,0.00677,0.03067,0.01875,0.003434
29.25,108.4,0.1306,0.3349,0.302,0.06846
1.197,3.43,0.00747,0.03354,0.03504,0.003318
24.22,70.1,0.1143,0.04158,0.2227,0.06777
0.6881,1.263,0.004259,0.0194,0.01191,0.003537
27.78,149.6,0.1873,0.9034,0.3245,0.1198
16.33,82.53,0.07941,0.03873,0.1829,0.05667
17.33,58.79,0.1066,0.313,0.2111,0.08046
17.13,101.1,0.1376,0.2577,0.3065,0.08177
16.85,117.5,0.08947,0.109,0.172,0.0578
1.367,1.477,0.008835,0.01328,0.01897,0.001726
0.6332,1.696,0.005704,0.02636,0.01759,0.003563
0.9857,3.07,0.009197,0.08079,0.02773,0.006355
15.65,76.95,0.09723,0.04151,0.2079,0.05968
24.64,96.05,0.1426,0.2671,0.3014,0.0875
0.6931,1.34,0.006064,0.006564,0.01374,0.001392
20.24,117.7,0.1491,0.3327,0.3415,0.0974
23.41,158.8,0.1238,0.2416,0.275,0.08902
21.41,70.95,0.1018,0.008955,0.1615,0.06144
0.5996,1.438,0.005343,0.01123,0.01977,0.0009502
25.78,76.91,0.1424,0.01335,0.3292,0.06522
24.48,115.2,0.08855,0.05699,0.1538,0.0551
16.4,92.04,0.1194,0.1769,0.2564,0.08253
1.059,2.475,0.006652,0.02221,0.01894,0.003411
14.92,73.53,0.09059,0.06181,0.1167,0.06217
1.194,1.933,0.00596,0.03909,0.01939,0.00456
0.6417,1.345,0.006982,0.04017,0.0226,0.006822
19.52,134.9,0.1255,0.2489,0.2756,0.07919
23.29,109,0.09742,0.1811,0.2175,0.06218
1.305,1.144,0.007389,0.003681,0.02701,0.002153
1.511,4.795,0.009976,0.05278,0.02653,0.005444
0.7394,2.12,0.005706,0.03114,0.01454,0.002528
16.93,90.96,0.1026,0.09901,0.2106,0.06916
17.94,78.27,0.08654,0.03885,0.197,0.06228
26.17,161.7,0.1228,0.3158,0.2238,0.07127
1.204,1.865,0.00832,0.02334,0.02094,0.003674
30.15,105.3,0.1777,0.6282,0.3407,0.1243
0.7151,1.047,0.004928,0.00262,0.01393,0.001344
1.026,8.758,0.006399,0.07845,0.02057,0.006213
21.81,85.42,0.09714,0.08259,0.1746,0.06177
1.434,1.778,0.005042,0.04305,0.0247,0.007358
16.85,79.19,0.08511,0.004473,0.1215,0.05673
0.9533,1.602,0.005314,0.02185,0.01223,0.002846
0.9644,3.706,0.00925,0.04867,0.01498,0.00352
29.43,158.8,0.1347,0.4932,0.3294,0.09469
1.545,10.05,0.006515,0.104,0.03112,0.005037
16.51,86.26,0.1424,0.0942,0.2727,0.1036
14.93,96.45,0.08098,0.05539,0.1687,0.05669
21.37,82.63,0.07551,0.06126,0.158,0.06114
16.74,98.73,0.09883,0.07721,0.1668,0.06869
0.669,1.661,0.003169,0.01079,0.01103,0.001957
1.111,2.279,0.004868,0.01121,0.02085,0.002893
0.5914,1.545,0.005367,0.03049,0.01377,0.003187
21.82,87.5,0.1273,0.1859,0.235,0.07389
14.59,73.99,0.1046,0.05308,0.1779,0.06574
0.781,1.253,0.003796,0.01346,0.01536,0.001541
1.642,2.369,0.006663,0.0888,0.01995,0.008675
1.14,1.223,0.005919,0.04957,0.01208,0.004076
20.21,81.76,0.08409,0.02237,0.1901,0.05932
1.046,2.644,0.007976,0.01608,0.02005,0.00283
1.705,1.516,0.007334,0.02941,0.01745,0.004302
20.37,83.85,0.1037,0.06243,0.2901,0.06783
0.9768,1.909,0.009606,0.01985,0.02027,0.002968
25.44,48.34,0.08668,0.09252,0.2037,0.07751
20.86,110.3,0.1411,0.2779,0.2589,0.103
28.21,85.89,0.07517,0.01271,0.1421,0.05763
0.9115,1.954,0.005031,0.005325,0.01494,0.0008948
23.95,103.8,0.1183,0.203,0.1807,0.07083
1.066,1.445,0.005169,0.03016,0.01365,0.003407
17.3,81.25,0.1028,0.03193,0.1707,0.05984
28.06,84.88,0.08671,0.02987,0.1628,0.05781
34.85,115,0.1559,0.3744,0.4724,0.1026
17.81,91.38,0.1427,0.09915,0.3469,0.09241
19.67,81.93,0.1415,0.2302,0.2787,0.07427
0.4981,2.011,0.005851,0.02544,0.01842,0.002918
1.199,2.765,0.005033,0.04755,0.01578,0.003224
1.075,3.425,0.005903,0.0473,0.01318,0.003892
27.98,88.52,0.1349,0.1366,0.2478,0.07757
24.3,129,0.1243,0.221,0.2567,0.05737
24.17,119.4,0.155,0.6872,0.4245,0.105
1.083,0.9812,0.0042,0.003846,0.01487,0.002295
16.3,76.25,0.1341,0.07116,0.2859,0.06772
0.9086,1.493,0.005298,0.02321,0.01853,0.002152
0.9527,2.329,0.005783,0.0007929,0.02043,0.001058
0.7813,5.438,0.01149,0.05688,0.01756,0.005115
0.905,0.9975,0.002887,0.01613,0.0187,0.001972
23.84,78,0.129,0.1444,0.24,0.06641
1.678,1.968,0.006908,0.006972,0.02694,0.00206
47.16,214,0.1401,0.3442,0.2868,0.08218
0.9505,1.566,0.006809,0.01329,0.02057,0.001784
15.38,94.52,0.1394,0.1559,0.216,0.07253
19.31,96.53,0.1034,0.0626,0.2136,0.0671
13.93,102,0.09462,0.07135,0.1816,0.05723
10.38,122.8,0.1184,0.3001,0.2419,0.07871
1.001,4.321,0.007392,0.03988,0.01435,0.003446
26.99,92.25,0.06995,0.03476,0.1707,0.05433
18.7,120.3,0.1148,0.1772,0.2092,0.0631
35.19,77.98,0.1499,0.1125,0.3409,0.08147
22.88,146.4,0.1412,0.3533,0.251,0.09445
12.91,98.17,0.08182,0.05892,0.1359,0.05526
1.219,1.546,0.005518,0.02589,0.02593,0.002157
0.6062,3.528,0.005015,0.03497,0.01543,0.003896
31.55,110.2,0.1077,0.3114,0.3163,0.09251
0.4336,1.391,0.004133,0.01652,0.01371,0.002735
19.82,130.7,0.1062,0.2417,0.1733,0.06697
1.678,2.331,0.005836,0.005812,0.02014,0.002326
26.44,199.5,0.1363,0.2861,0.251,0.06494
15.4,59.9,0.1733,0.1168,0.322,0.09026
20.66,117.8,0.1036,0.1201,0.1992,0.06069
18.59,85.09,0.1082,0.09603,0.2035,0.06501
13.9,88.59,0.1051,0.0786,0.1962,0.06303
0.9223,1.491,0.005251,0.02526,0.02514,0.004198
1.072,3.598,0.008699,0.0595,0.01495,0.005984
0.5505,6.311,0.00794,0.04658,0.02591,0.007054
1.001,3.008,0.009087,0.05546,0.02451,0.004005
25.27,102.4,0.1082,0.1683,0.1926,0.0654
19.14,113.1,0.1235,0.2114,0.3153,0.0896
15.54,87.4,0.09616,0.1186,0.2309,0.06915
13.66,94.29,0.09832,0.08222,0.1739,0.0564
1.04,2.579,0.00653,0.04712,0.0274,0.004651
0.5864,1.354,0.008261,0.03259,0.01708,0.003806
2.612,2.517,0.01604,0.01865,0.03476,0.00356
23.56,138.9,0.1007,0.2712,0.2205,0.05898
1.047,2.076,0.006298,0.02615,0.0149,0.003599
1.038,1.686,0.006662,0.02105,0.01677,0.002784
15.46,66.62,0.1053,0.006643,0.1788,0.0645
14.71,70.21,0.1006,0.02363,0.1566,0.06669
0.7198,0.8439,0.003492,0.004826,0.01536,0.001381
17.26,75.26,0.09087,0.02853,0.1847,0.06019
17.56,75.89,0.1073,0.05282,0.1598,0.06677
0.7213,2.143,0.006133,0.01615,0.02207,0.003563
22.02,79.93,0.119,0.1399,0.2676,0.06765
25.16,101.9,0.1624,0.2654,0.3518,0.08665
0.6509,1.446,0.004044,0.02,0.01522,0.001976
1.35,2.569,0.007501,0.02714,0.0196,0.003913
22.54,87.02,0.1002,0.08705,0.185,0.0731
36,88.1,0.1234,0.08653,0.2407,0.06484
20.74,76.08,0.1662,0.1256,0.278,0.1168
1.652,1.869,0.008146,0.01843,0.02015,0.001798
19.8,73.47,0.1341,0.02639,0.2615,0.08269
14.34,135.1,0.1003,0.198,0.1809,0.05883
15.82,84.07,0.08511,0.001461,0.1632,0.05894
16.35,99.71,0.1311,0.1759,0.238,0.08718
37.16,82.28,0.1298,0.363,0.2112,0.08732
1.93,3.909,0.008824,0.03112,0.01998,0.004506
18.05,105.1,0.09721,0.09447,0.1861,0.06248
0.9004,7.05,0.004989,0.03571,0.01879,0.00476
0.976,7.276,0.008029,0.03732,0.02308,0.007444
24.89,133.5,0.1703,0.5018,0.3109,0.09061
21.38,91.11,0.1256,0.1167,0.2661,0.07961
1.476,21.98,0.01345,0.06389,0.04783,0.004476
1.169,2.061,0.006429,0.05501,0.01961,0.008093
16.03,73.02,0.09076,0.02587,0.1634,0.06372
1.736,5.168,0.004938,0.04093,0.02816,0.002719
17.68,81.47,0.1054,0.07741,0.1811,0.07102
35.46,132.8,0.1436,0.5036,0.25,0.07944
17.39,75.27,0.1007,0.02353,0.1718,0.0578
19.24,88.73,0.07991,0.02995,0.1579,0.05594
25.53,152.5,0.1444,0.4504,0.3613,0.08758
16.4,116,0.1186,0.2229,0.304,0.07413
21.7,59.6,0.1044,0.02047,0.2025,0.06601
25.56,114.5,0.1006,0.1682,0.1308,0.05866
1.599,2.039,0.007149,0.07743,0.01789,0.01008
18.75,87.44,0.1075,0.04201,0.1723,0.06317
13.39,73,0.1164,0.04635,0.1771,0.06072
18.22,84.45,0.1218,0.04825,0.1709,0.07253
22.46,97.19,0.09711,0.1564,0.235,0.07014
14.64,58.79,0.09783,0.08606,0.1902,0.0898
0.9264,2.056,0.003704,0.0153,0.01062,0.002217
20.45,92,0.1128,0.0112,0.2651,0.08385
1.006,1.471,0.003535,0.018,0.01254,0.001219
15.94,126.3,0.08694,0.1193,0.1741,0.05176
25.48,86.16,0.1271,0.1046,0.1712,0.07343
32.82,129.3,0.1414,0.2902,0.3437,0.08631
1.768,1.628,0.01215,0.05553,0.0184,0.005512
1.931,4.493,0.008074,0.05321,0.02383,0.004515
22,90.81,0.1097,0.1764,0.3024,0.06949
1.045,4.851,0.007974,0.04435,0.01617,0.005255
28.07,120.3,0.08774,0.1882,0.2527,0.05972
25.22,68.01,0.09657,0.02379,0.1897,0.06329
0.8902,2.217,0.00751,0.03672,0.02165,0.005082
30.8,113.9,0.1613,0.4069,0.3179,0.1055
1.439,2.344,0.007257,0.01832,0.01694,0.002001
30.9,161.4,0.1509,0.6091,0.3672,0.1123
24.99,85.22,0.128,0.1471,0.2535,0.07993
26.47,127.9,0.09401,0.1657,0.1853,0.06261
13.21,97.65,0.07963,0.03393,0.1721,0.05544
21.75,103.7,0.1011,0.04746,0.253,0.05695
15.67,62.56,0.1207,0.1434,0.2254,0.1084
14.44,74.65,0.09984,0.06737,0.1818,0.06782
1.169,3.176,0.005273,0.01405,0.01816,0.003299
32.19,86.12,0.1768,0.1395,0.2803,0.0997
16.49,81.37,0.09831,0.03653,0.159,0.05653
1.018,2.749,0.004107,0.02821,0.0161,0.002744
12.84,74.34,0.08983,0.04196,0.162,0.06582
30.25,102.5,0.1094,0.2085,0.2994,0.07146
33.15,143.2,0.1449,0.392,0.2623,0.07599
1.095,1.778,0.005293,0.02071,0.01748,0.002848
12.96,73.16,0.1237,0.079,0.2018,0.06914
24.85,94.22,0.1343,0.2573,0.3113,0.08317
1.299,2.397,0.003629,0.03452,0.02632,0.003705
31.89,54.49,0.1596,0.3393,0.279,0.1066
21.41,82.02,0.08749,0.03112,0.1694,0.06287
28.03,113.8,0.1301,0.363,0.3175,0.09772
14.23,84.08,0.09462,0.03738,0.1652,0.07238
23.5,89.04,0.09388,0.05186,0.2179,0.06871
17.53,64.41,0.1007,0.02511,0.189,0.06331
14.63,78.04,0.1031,0.06592,0.1675,0.06043
25.8,88.33,0.1432,0.1603,0.3049,0.07081
1.152,6.051,0.00874,0.02721,0.02045,0.004417
18.04,69.47,0.2006,0.2913,0.2848,0.1364
1.809,2.642,0.009098,0.03763,0.01878,0.005672
29.33,140.5,0.1558,0.3889,0.3216,0.0757
1.687,1.243,0.006588,0.0145,0.01574,0.002268
35.9,159.8,0.1782,0.5754,0.3258,0.0972
0.7615,1.09,0.009191,0.0094,0.01755,0.003009
0.9429,1.831,0.009282,0.02063,0.02183,0.002146
21.53,76.53,0.09768,0.03328,0.1688,0.06194
1.74,3.027,0.01459,0.04961,0.01807,0.005217
18.59,70.39,0.1004,0.04944,0.1486,0.06615
16.62,70.47,0.08151,0.01369,0.1511,0.06148
17.24,108.5,0.1223,0.2492,0.2626,0.07048
1.391,4.129,0.006123,0.02626,0.02091,0.003493
25.72,82.98,0.1085,0.05523,0.2433,0.06563
0.8073,1.959,0.005403,0.01051,0.01333,0.002065
18.9,60.07,0.09968,0.1975,0.233,0.08743
16.95,96.22,0.09855,0.02602,0.178,0.0565
20.71,106.9,0.1169,0.1478,0.1948,0.06277
1.203,1.93,0.009895,0.0163,0.02258,0.002272
0.8509,7.222,0.006369,0.04266,0.02335,0.003385
1.466,5.574,0.006248,0.05196,0.02007,0.00456
19.22,107.1,0.1243,0.2914,0.2375,0.07603
18.94,75.51,0.08871,0.02669,0.1533,0.06057
16.35,65.31,0.09434,0.01012,0.1885,0.06201
0.8652,1.444,0.005517,0.02045,0.01616,0.002922
28.22,184.2,0.1228,0.3948,0.3589,0.09187
1.667,3.767,0.03113,0.1438,0.02175,0.01256
20.98,54.66,0.1243,0.03,0.1828,0.06757
1.489,2.23,0.008902,0.07339,0.02728,0.00761
37.88,85.07,0.1208,0.1811,0.2447,0.08194
24.11,90.82,0.1297,0.08112,0.3196,0.06435
18.93,79.73,0.1102,0.3021,0.2157,0.1043
24.8,132.4,0.0974,0.2065,0.2397,0.078
30.93,145.3,0.139,0.3912,0.3007,0.08314
30.62,103.4,0.1048,0.255,0.2128,0.07152
1.077,2.873,0.004714,0.03697,0.01237,0.002556
19.58,115.9,0.1206,0.231,0.2778,0.07012
41.61,96.69,0.1172,0.07003,0.2196,0.07675
23.64,89.27,0.1256,0.1992,0.3604,0.07062
27.26,132.7,0.1446,0.5274,0.427,0.1233
18.75,73.34,0.09524,0.03036,0.192,0.05907
0.8732,1.471,0.007962,0.01585,0.02254,0.001906
33.62,211.7,0.1573,0.6476,0.2355,0.1051
0.9622,3.591,0.008081,0.05551,0.02545,0.004312
25.12,130.4,0.1015,0.2545,0.2202,0.06113
24.69,87.76,0.09258,0.05285,0.1761,0.0613
1.479,1.445,0.01547,0.09252,0.02105,0.007551
21.58,86.18,0.08162,0.0311,0.1784,0.05587
11.89,102.5,0.1257,0.2032,0.1966,0.07069
33.56,103.7,0.1063,0.1751,0.2091,0.0665
1.067,2.569,0.01038,0.09472,0.01219,0.01233
28.14,170.1,0.1624,0.3879,0.3537,0.08294
30.5,130.3,0.1855,0.7356,0.3274,0.1252
17.46,83.05,0.08044,0.0739,0.1574,0.0575
13.14,64.12,0.1255,0.1188,0.2057,0.09575
0.9901,4.706,0.004578,0.04005,0.01948,0.002689
19.1,97.03,0.08992,0.0594,0.1879,0.05852
13.17,90.31,0.1248,0.101,0.1976,0.06457
0.9227,2,0.007803,0.01835,0.01278,0.003856
21.98,68.79,0.08801,0.03614,0.2016,0.05977
20.49,96.09,0.1312,0.189,0.3184,0.08183
17.08,113,0.1008,0.1266,0.1813,0.05613
18.57,125.5,0.1053,0.1323,0.1917,0.05961
23.75,91.56,0.1323,0.1558,0.2251,0.07421
0.8522,3.168,0.01721,0.05671,0.02541,0.02193
1.231,2.363,0.008499,0.1535,0.01617,0.0122
19.4,63.95,0.1005,0.06154,0.1945,0.06322
33.88,123.8,0.1181,0.1459,0.2948,0.08452
1.161,7.237,0.006056,0.05638,0.01884,0.004787
28.2,61.68,0.07984,0.01541,0.1621,0.05952
0.78,4.115,0.008482,0.068,0.01467,0.007259
0.967,1.356,0.007086,0.01012,0.0156,0.002606
13.23,114.6,0.07838,0.04445,0.122,0.05243
19.32,115.1,0.08968,0.1036,0.1506,0.05491
26.83,133.7,0.09905,0.1641,0.1875,0.0602
23.17,71.79,0.1398,0.02085,0.3196,0.08009
0.6946,1.479,0.004348,0.004272,0.02154,0.001802
28.77,133.6,0.0926,0.1784,0.1893,0.06232
23.06,111,0.08662,0.02891,0.1564,0.05307
29.16,99.48,0.1349,0.3162,0.4128,0.1076
22.33,85.26,0.1088,0.1695,0.2123,0.07254
24.61,96.31,0.09329,0.1604,0.3207,0.07247
20.2,166.2,0.1447,0.4268,0.2655,0.06877
18.66,85.98,0.1158,0.1226,0.2128,0.06777
0.7859,3.094,0.00624,0.02813,0.01397,0.002461
35.34,87.22,0.1909,0.4023,0.2964,0.09606
20.82,88.4,0.1016,0.1063,0.172,0.06419
22.53,102.1,0.09947,0.2733,0.2041,0.06898
1.012,3.498,0.005233,0.03576,0.01768,0.002967
18.06,64.6,0.09699,0.1307,0.1669,0.08116
28.81,87,0.155,0.2758,0.3206,0.0895
32.04,83.69,0.1303,0.1927,0.2965,0.07662
21.98,124.3,0.1435,0.4956,0.3019,0.09124
15.11,63.76,0.09267,0.001597,0.1703,0.06048
26.42,104.4,0.1064,0.1673,0.2356,0.07603
30.73,202.4,0.1515,0.4819,0.2593,0.07738
1.069,2.257,0.006983,0.04683,0.0168,0.005617
0.7476,2.629,0.005839,0.03715,0.01467,0.003121
21.87,182.1,0.1094,0.2871,0.18,0.0577
9.71,68.77,0.09594,0.02531,0.1381,0.064
0.7629,4.414,0.004253,0.03872,0.01798,0.005295
22.14,134.7,0.0909,0.164,0.1765,0.05024
25.5,115,0.1201,0.6556,0.2845,0.1249
26.29,129.1,0.1215,0.1937,0.1634,0.07224
31.39,145.6,0.1465,0.3965,0.3109,0.0761
1.908,1.937,0.006664,0.01158,0.02282,0.003526
19.66,131.1,0.0802,0.1155,0.1928,0.05096
0.9225,3.218,0.006176,0.02913,0.01559,0.002725
0.6583,2.805,0.005393,0.04303,0.01792,0.004168
25.05,130,0.1111,0.1932,0.3275,0.06469
19.35,93.22,0.1326,0.3476,0.3006,0.07802
22.11,97.53,0.08515,0.06859,0.1944,0.05913
19.64,97.96,0.1275,0.2569,0.3387,0.09638
22.84,71.94,0.1406,0.06572,0.3055,0.08797
1.373,2.099,0.005884,0.01872,0.01884,0.001817
1.194,1.885,0.009549,0.3038,0.04197,0.009559
0.7372,3.814,0.005508,0.04436,0.02427,0.004841
18.03,78.29,0.09087,0.02916,0.1464,0.06284
1.156,3.445,0.00911,0.05661,0.05963,0.009208
30.7,115.7,0.1368,0.3587,0.3698,0.1094
19.69,92.12,0.09926,0.3344,0.1999,0.07127
17.84,77.79,0.1045,0.0249,0.19,0.06635
1.278,1.903,0.005345,0.02889,0.009947,0.003359
1.127,4.303,0.004728,0.01715,0.01083,0.001987
23.07,71.25,0.1233,0.4341,0.2982,0.09825
0.8937,1.897,0.006532,0.02905,0.01743,0.003643
1.29,2.861,0.005872,0.02647,0.01465,0.002355
23.03,150.2,0.1054,0.2606,0.3055,0.05933
15.71,85.63,0.1075,0.04568,0.1967,0.06811
1.03,1.318,0.01262,0.018,0.0222,0.008313
1.041,5.144,0.007959,0.04257,0.01341,0.003933
41.78,78.44,0.09994,0.02318,0.2911,0.07307
23.21,128.9,0.101,0.1856,0.1989,0.05884
1.911,3.769,0.009845,0.1027,0.03491,0.007877
1.845,3.534,0.01088,0.03688,0.04499,0.004768
1.601,0.873,0.006261,0.03079,0.01962,0.00225
29.43,81.35,0.08276,0.01997,0.1539,0.05637
24.23,123.5,0.1551,0.5203,0.2834,0.08234
1.139,1.577,0.005096,0.00941,0.01608,0.002399
1.305,4.312,0.00553,0.0611,0.0214,0.005036
19.74,83.61,0.09958,0.03046,0.2731,0.06825
1.77,4.36,0.007762,0.0996,0.04077,0.02286
20.79,79.67,0.1531,0.09823,0.2851,0.08763
27.66,112,0.1131,0.2322,0.2809,0.06287
1.214,2.595,0.007491,0.000692,0.0219,0.00299
18.99,77.37,0.1259,0.004955,0.2758,0.06386
1.322,2.873,0.007017,0.01949,0.02951,0.001533
14.96,71.49,0.1033,0.05397,0.1776,0.06907
0.7927,1.819,0.008584,0.03047,0.02769,0.003479
35.74,88.84,0.1227,0.2439,0.2372,0.07242
30.53,144.9,0.1463,0.3458,0.292,0.07614
0.538,1.301,0.004474,0.02757,0.01212,0.004672
26.21,88.91,0.1358,0.1956,0.3168,0.07987
17.12,121.4,0.1054,0.1457,0.1966,0.06213
1.39,1.787,0.02177,0.05189,0.02632,0.01148
17.6,123.7,0.1099,0.1974,0.1907,0.06049
0.8301,1.215,0.01164,0.01186,0.02383,0.00354
37.18,106.4,0.1533,0.8488,0.5166,0.1446
15.9,78.83,0.0808,0.03844,0.1667,0.05474
26.93,205.7,0.1342,0.4658,0.3157,0.09671
22.91,105.7,0.1155,0.2133,0.2096,0.07331
1.108,2.224,0.004242,0.06578,0.01638,0.004406
0.9858,1.809,0.006635,0.02101,0.02108,0.003721
0.6724,2.225,0.006583,0.005949,0.02216,0.002668
21.94,59.01,0.0924,0.03996,0.1692,0.06576
23.75,103.4,0.1791,0.5355,0.3985,0.1244
23.2,110.2,0.1109,0.3176,0.2495,0.08104
2.342,1.17,0.004352,0.01343,0.02671,0.001777
25.2,95.54,0.09387,0.02398,0.1565,0.05504
29.81,96.71,0.0832,0.04686,0.1852,0.05294
17.48,80.64,0.1042,0.05892,0.1779,0.06588
20.07,60.9,0.09861,0.01472,0.2991,0.07804
1.583,1.165,0.009501,0.04401,0.01322,0.003534
1.016,5.029,0.01082,0.035,0.0155,0.001948
0.9017,5.455,0.006048,0.02741,0.01468,0.002801
1.554,1.955,0.006854,0.06663,0.02354,0.008925
25.59,69.1,0.1199,0.0935,0.2552,0.0792
26.1,98.91,0.105,0.106,0.2335,0.06263
19.67,152.8,0.1326,0.4264,0.2556,0.07039
21.9,147.2,0.1063,0.2448,0.1824,0.0614
27.96,87.16,0.1347,0.7436,0.3308,0.1297
0.828,2.363,0.007571,0.02623,0.0193,0.001676
28.01,206.8,0.1701,0.9608,0.4055,0.09789
20.01,114.2,0.08402,0.07293,0.2129,0.05025
21.17,76.39,0.09773,0.02555,0.2019,0.0629
22.06,82.08,0.1166,0.005518,0.2815,0.07418
31.68,129.7,0.1395,0.2992,0.348,0.07619
1.143,2.289,0.01017,0.01861,0.03464,0.001971
0.3981,2.537,0.004732,0.01855,0.02163,0.002783
21.43,122.9,0.09116,0.106,0.1953,0.06083
28.68,87.36,0.1452,0.1688,0.2268,0.09082
1.51,2.59,0.007807,0.05112,0.0286,0.005715
0.8733,3.061,0.007231,0.02509,0.01414,0.003336
24.52,114.2,0.1071,0.1692,0.1927,0.06487
20.29,74.35,0.103,0.0458,0.2383,0.07083
16.21,82.38,0.09425,0.039,0.201,0.05769
31.45,83.9,0.1204,0.06194,0.3059,0.07626
26.4,166.1,0.141,0.4107,0.206,0.07115
30.29,125.9,0.1552,0.3976,0.3993,0.1064
19.34,94.25,0.08388,0.08817,0.1473,0.05746
17.12,71.25,0.1194,0.04063,0.1954,0.07976
25.27,129,0.1314,0.2802,0.2792,0.08158
21.74,98.37,0.1185,0.1456,0.2955,0.06912
2.112,4.906,0.0138,0.04665,0.02689,0.004306
10.72,73.73,0.08597,0.01367,0.1833,0.061
20.83,90.2,0.1189,0.09366,0.2196,0.07451
0.8561,4.603,0.00491,0.02822,0.01956,0.00374
0.6218,1.709,0.003728,0.01988,0.01647,0.00197
20.67,134.7,0.09156,0.1523,0.2166,0.05419
22.35,104.5,0.1006,0.135,0.2027,0.06206
17.35,134.8,0.09446,0.1527,0.1571,0.05478
28.74,172,0.1502,0.7053,0.3828,0.1007
29.94,151.7,0.1037,0.3639,0.3176,0.1023
20.22,94.49,0.09872,0.118,0.195,0.06466
0.8927,1.059,0.003653,0.01633,0.01537,0.002052
17.31,73.66,0.1092,0.02031,0.1645,0.06562
15.7,84.08,0.07818,0.1115,0.1432,0.05935
23.02,89.69,0.1172,0.181,0.3297,0.07834
10.82,73.34,0.09373,0.03512,0.1667,0.06113
1.153,2.701,0.004481,0.01358,0.01069,0.001435
